filter_name,category,description
hgb_under_3p5_combo_high_pass_rate_total_ge_56_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 56, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pass_rate_total_ge_58,team_style_total_grid,HGB under 3.5+ with top 30% pass-rate proxy and total >= 58.
hgb_under_3p5_combo_high_pass_rate_total_ge_58_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and wind >= 12 mph."
hgb_under_3p5_combo_high_pass_rate_total_ge_58_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and wind >= 15 mph."
hgb_under_3p5_combo_high_pass_rate_total_ge_58_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and any precipitation flag."
hgb_under_3p5_combo_high_pass_rate_total_ge_58_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pass_rate_total_ge_58_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and temp <= 50F."
hgb_under_3p5_combo_high_pass_rate_total_ge_58_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and temp >= 85F."
hgb_under_3p5_combo_high_pass_rate_total_ge_58_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and humidity >= 70%."
hgb_under_3p5_combo_high_pass_rate_total_ge_58_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pass_rate_total_ge_60,team_style_total_grid,HGB under 3.5+ with top 30% pass-rate proxy and total >= 60.
hgb_under_3p5_combo_high_pass_rate_total_ge_60_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and wind >= 12 mph."
hgb_under_3p5_combo_high_pass_rate_total_ge_60_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and wind >= 15 mph."
hgb_under_3p5_combo_high_pass_rate_total_ge_60_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and any precipitation flag."
hgb_under_3p5_combo_high_pass_rate_total_ge_60_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pass_rate_total_ge_60_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and temp <= 50F."
hgb_under_3p5_combo_high_pass_rate_total_ge_60_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and temp >= 85F."
hgb_under_3p5_combo_high_pass_rate_total_ge_60_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and humidity >= 70%."
hgb_under_3p5_combo_high_pass_rate_total_ge_60_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pass_rate_total_60_63,team_style_total_grid,HGB under 3.5+ with top 30% pass-rate proxy and total 60-63.
hgb_under_3p5_combo_high_pass_rate_total_60_63_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and wind >= 12 mph."
hgb_under_3p5_combo_high_pass_rate_total_60_63_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and wind >= 15 mph."
hgb_under_3p5_combo_high_pass_rate_total_60_63_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and any precipitation flag."
hgb_under_3p5_combo_high_pass_rate_total_60_63_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pass_rate_total_60_63_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and temp <= 50F."
hgb_under_3p5_combo_high_pass_rate_total_60_63_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and temp >= 85F."
hgb_under_3p5_combo_high_pass_rate_total_60_63_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and humidity >= 70%."
hgb_under_3p5_combo_high_pass_rate_total_60_63_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total 60-63, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pace_wind_ge_10,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and wind >= 10 mph.
hgb_under_3p5_combo_high_pace_wind_ge_12,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and wind >= 12 mph.
hgb_under_3p5_combo_high_pace_wind_ge_15,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and wind >= 15 mph.
hgb_under_3p5_combo_high_pace_precip_any,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and any precipitation flag.
hgb_under_3p5_combo_high_pace_rain_flag,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and rain/thunder text or precip amount.
hgb_under_3p5_combo_high_pace_snow_flag,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and snow/wintry flag.
hgb_under_3p5_combo_high_pace_cold_le_50,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and temp <= 50F.
hgb_under_3p5_combo_high_pace_cold_le_45,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and temp <= 45F.
hgb_under_3p5_combo_high_pace_heat_ge_85,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and temp >= 85F.
hgb_under_3p5_combo_high_pace_heat_ge_90,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and temp >= 90F.
hgb_under_3p5_combo_high_pace_humid_ge_70,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and humidity >= 70%.
hgb_under_3p5_combo_high_pace_humid_ge_80,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and humidity >= 80%.
hgb_under_3p5_combo_high_pace_dewpoint_ge_70,weather_team_style_grid,HGB under 3.5+ with top 30% pace proxy and dewpoint >= 70F.
hgb_under_3p5_combo_high_pace_total_ge_56,team_style_total_grid,HGB under 3.5+ with top 30% pace proxy and total >= 56.
hgb_under_3p5_combo_high_pace_total_ge_56_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and wind >= 12 mph."
hgb_under_3p5_combo_high_pace_total_ge_56_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and wind >= 15 mph."
hgb_under_3p5_combo_high_pace_total_ge_56_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and any precipitation flag."
hgb_under_3p5_combo_high_pace_total_ge_56_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pace_total_ge_56_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and temp <= 50F."
hgb_under_3p5_combo_high_pace_total_ge_56_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and temp >= 85F."
hgb_under_3p5_combo_high_pace_total_ge_56_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and humidity >= 70%."
hgb_under_3p5_combo_high_pace_total_ge_56_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 56, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pace_total_ge_58,team_style_total_grid,HGB under 3.5+ with top 30% pace proxy and total >= 58.
hgb_under_3p5_combo_high_pace_total_ge_58_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and wind >= 12 mph."
hgb_under_3p5_combo_high_pace_total_ge_58_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and wind >= 15 mph."
hgb_under_3p5_combo_high_pace_total_ge_58_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and any precipitation flag."
hgb_under_3p5_combo_high_pace_total_ge_58_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pace_total_ge_58_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and temp <= 50F."
hgb_under_3p5_combo_high_pace_total_ge_58_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and temp >= 85F."
hgb_under_3p5_combo_high_pace_total_ge_58_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and humidity >= 70%."
hgb_under_3p5_combo_high_pace_total_ge_58_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 58, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pace_total_ge_60,team_style_total_grid,HGB under 3.5+ with top 30% pace proxy and total >= 60.
hgb_under_3p5_combo_high_pace_total_ge_60_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and wind >= 12 mph."
hgb_under_3p5_combo_high_pace_total_ge_60_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and wind >= 15 mph."
hgb_under_3p5_combo_high_pace_total_ge_60_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and any precipitation flag."
hgb_under_3p5_combo_high_pace_total_ge_60_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pace_total_ge_60_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and temp <= 50F."
hgb_under_3p5_combo_high_pace_total_ge_60_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and temp >= 85F."
hgb_under_3p5_combo_high_pace_total_ge_60_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and humidity >= 70%."
hgb_under_3p5_combo_high_pace_total_ge_60_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total >= 60, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pace_total_60_63,team_style_total_grid,HGB under 3.5+ with top 30% pace proxy and total 60-63.
hgb_under_3p5_combo_high_pace_total_60_63_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and wind >= 12 mph."
hgb_under_3p5_combo_high_pace_total_60_63_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and wind >= 15 mph."
hgb_under_3p5_combo_high_pace_total_60_63_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and any precipitation flag."
hgb_under_3p5_combo_high_pace_total_60_63_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pace_total_60_63_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and temp <= 50F."
hgb_under_3p5_combo_high_pace_total_60_63_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and temp >= 85F."
hgb_under_3p5_combo_high_pace_total_60_63_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and humidity >= 70%."
hgb_under_3p5_combo_high_pace_total_60_63_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pace proxy, total 60-63, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pass_yard_share_wind_ge_10,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and wind >= 10 mph.
hgb_under_3p5_combo_high_pass_yard_share_wind_ge_12,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and wind >= 12 mph.
hgb_under_3p5_combo_high_pass_yard_share_wind_ge_15,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and wind >= 15 mph.
hgb_under_3p5_combo_high_pass_yard_share_precip_any,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and any precipitation flag.
hgb_under_3p5_combo_high_pass_yard_share_rain_flag,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and rain/thunder text or precip amount.
hgb_under_3p5_combo_high_pass_yard_share_snow_flag,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and snow/wintry flag.
hgb_under_3p5_combo_high_pass_yard_share_cold_le_50,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and temp <= 50F.
hgb_under_3p5_combo_high_pass_yard_share_cold_le_45,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and temp <= 45F.
hgb_under_3p5_combo_high_pass_yard_share_heat_ge_85,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and temp >= 85F.
hgb_under_3p5_combo_high_pass_yard_share_heat_ge_90,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and temp >= 90F.
hgb_under_3p5_combo_high_pass_yard_share_humid_ge_70,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and humidity >= 70%.
hgb_under_3p5_combo_high_pass_yard_share_humid_ge_80,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and humidity >= 80%.
hgb_under_3p5_combo_high_pass_yard_share_dewpoint_ge_70,weather_team_style_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and dewpoint >= 70F.
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56,team_style_total_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and total >= 56.
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and wind >= 12 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and wind >= 15 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and any precipitation flag."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and temp <= 50F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and temp >= 85F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and humidity >= 70%."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_56_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 56, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58,team_style_total_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and total >= 58.
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and wind >= 12 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and wind >= 15 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and any precipitation flag."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and temp <= 50F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and temp >= 85F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and humidity >= 70%."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_58_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 58, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60,team_style_total_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and total >= 60.
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and wind >= 12 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and wind >= 15 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and any precipitation flag."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and temp <= 50F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and temp >= 85F."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and humidity >= 70%."
hgb_under_3p5_combo_high_pass_yard_share_total_ge_60_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total >= 60, and dewpoint >= 70F."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63,team_style_total_grid,HGB under 3.5+ with top 30% pass-yard-share proxy and total 60-63.
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_wind_ge_12,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and wind >= 12 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_wind_ge_15,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and wind >= 15 mph."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_precip_any,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and any precipitation flag."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_rain_flag,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and rain/thunder text or precip amount."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_cold_le_50,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and temp <= 50F."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_heat_ge_85,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and temp >= 85F."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and humidity >= 70%."
hgb_under_3p5_combo_high_pass_yard_share_total_60_63_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-yard-share proxy, total 60-63, and dewpoint >= 70F."
hgb_under_3p5_combo_provider_count_ge_3_total_ge_56,market_signal_combo_grid,HGB under 3.5+ with 3+ line providers and total >= 56.
hgb_under_3p5_combo_provider_count_ge_3_total_ge_60,market_signal_combo_grid,HGB under 3.5+ with 3+ line providers and total >= 60.
hgb_under_3p5_combo_provider_count_ge_3_wind_ge_12,market_signal_combo_grid,HGB under 3.5+ with 3+ line providers and wind >= 12 mph.
hgb_under_3p5_combo_provider_count_ge_3_high_pass_rate,market_signal_combo_grid,HGB under 3.5+ with 3+ line providers and top 30% pass-rate proxy.
hgb_under_3p5_combo_line_range_ge_2_total_ge_56,market_signal_combo_grid,HGB under 3.5+ with provider total range >= 2 and total >= 56.
hgb_under_3p5_combo_line_range_ge_2_total_ge_60,market_signal_combo_grid,HGB under 3.5+ with provider total range >= 2 and total >= 60.
hgb_under_3p5_combo_line_range_ge_2_wind_ge_12,market_signal_combo_grid,HGB under 3.5+ with provider total range >= 2 and wind >= 12 mph.
hgb_under_3p5_combo_line_range_ge_2_high_pass_rate,market_signal_combo_grid,HGB under 3.5+ with provider total range >= 2 and top 30% pass-rate proxy.
hgb_under_3p5_combo_selected_above_median_1_total_ge_56,market_signal_combo_grid,HGB under 3.5+ with selected total >= 1 above provider median and total >= 56.
hgb_under_3p5_combo_selected_above_median_1_total_ge_60,market_signal_combo_grid,HGB under 3.5+ with selected total >= 1 above provider median and total >= 60.
hgb_under_3p5_combo_selected_above_median_1_wind_ge_12,market_signal_combo_grid,HGB under 3.5+ with selected total >= 1 above provider median and wind >= 12 mph.
hgb_under_3p5_combo_selected_above_median_1_high_pass_rate,market_signal_combo_grid,HGB under 3.5+ with selected total >= 1 above provider median and top 30% pass-rate proxy.
